name,borough,names
Bartow-Pell Mansion,Bronx,thomas pell
Bartow-Pell Mansion,Bronx,richard nichols
Bartow-Pell Mansion,Bronx,john pell
Bartow-Pell Mansion,Bronx,robert bartow
Bartow-Pell Mansion,Bronx,fiorello h laguardia
E.M.T. Christopher J. Prescott Playground,Staten_Island,christopher j prescott
Captain Roald Amundsen Plaza,Staten_Island,robert falcon scott
Captain Roald Amundsen Plaza,Staten_Island,roald engelbregt gravning amundsen
Captain Roald Amundsen Plaza,Staten_Island,umberto nobile
Leonard Triangle,Staten_Island,michael j leonard
Leonard Triangle,Staten_Island,roderick cameron
Graniteville Park,Staten_Island,jennifer schweiger
Graniteville Park,Staten_Island,molinari
General Douglas Macarthur Park,Staten_Island,dwight d eisenhower
General Douglas Macarthur Park,Staten_Island,john f kennedy
General Douglas Macarthur Park,Staten_Island,douglas macarthur
General Douglas Macarthur Park,Staten_Island,herbert hoover
General Douglas Macarthur Park,Staten_Island,harry s truman
General Douglas Macarthur Park,Staten_Island,charles w berry
General Douglas Macarthur Park,Staten_Island,franklin delano roosevelt
Gerard P. Dugan Playground,Staten_Island,robert moses
Gerard P. Dugan Playground,Staten_Island,abraham d beame
Gerard P. Dugan Playground,Staten_Island,molinari
Gerard P. Dugan Playground,Staten_Island,anthony r gaeta
Gerard P. Dugan Playground,Staten_Island,gerard p dugan
Joseph H. Lyons Pool,Staten_Island,gilmore d clarke
Joseph H. Lyons Pool,Staten_Island,joseph h lyons
Joseph H. Lyons Pool,Staten_Island,la guardia
Joseph H. Lyons Pool,Staten_Island,joseph l hautman
Joseph H. Lyons Pool,Staten_Island,daniel d tompkins
Joseph H. Lyons Pool,Staten_Island,aymar embury ii
William E. Kelly Park,Brooklyn,woodrow wilson
William E. Kelly Park,Brooklyn,edna flannery kelly
William E. Kelly Park,Brooklyn,robert moses
William E. Kelly Park,Brooklyn,andrew l somers
William E. Kelly Park,Brooklyn,alfred e smith
William E. Kelly Park,Brooklyn,edna kelly
William E. Kelly Park,Brooklyn,. anderson
William E. Kelly Park,Brooklyn,anthony weiner
William E. Kelly Park,Brooklyn,william e kelly
William E. Kelly Park,Brooklyn,edward l kelly
William E. Kelly Park,Brooklyn,james j walker
Alice Austen House and Park,Staten_Island,john haggerty austen
Alice Austen House and Park,Staten_Island,oliver jensen
Alice Austen House and Park,Staten_Island,gertrude tate
Alice Austen House and Park,Staten_Island,alice austen
Wolfe&rsquo;s Pond Park,Staten_Island,wolfes
Wolfe&rsquo;s Pond Park,Staten_Island,johnsons
Wolfe&rsquo;s Pond Park,Staten_Island,molinari
Wolfe&rsquo;s Pond Park,Staten_Island,seguines
Wolfe&rsquo;s Pond Park,Staten_Island,rudolph w giuliani
Father Macris Park,Staten_Island,spyridon macris
Father Macris Park,Staten_Island,dimitrios i
Father Macris Park,Staten_Island,john fusco
Father Macris Park,Staten_Island,molinari
Father Macris Park,Staten_Island,anne
Father Macris Park,Staten_Island,protopresvyteros
Greene Playground,Brooklyn,george washington
Greene Playground,Brooklyn,rufus putnam
Greene Playground,Brooklyn,nathanael greene
Roberto Clemente Ballfield,Brooklyn,jonathan williams
Roberto Clemente Ballfield,Brooklyn,richard woodhull
Roberto Clemente Ballfield,Brooklyn,roberto walker clemente
Sarsfield Playground,Brooklyn,anne
Sarsfield Playground,Brooklyn,parks
Sarsfield Playground,Brooklyn,eugene s sarsfield
Brooklyn Heights Promenade,Brooklyn,robert moses
Brooklyn Heights Promenade,Brooklyn,genevieve beavers earle
Brooklyn Heights Promenade,Brooklyn,george washington
Brooklyn Heights Promenade,Brooklyn,abraham lincoln
Brooklyn Heights Promenade,Brooklyn,hezekiah pierrepont
Patrick O&rsquo;Rourke Park,Brooklyn,h
Patrick O&rsquo;Rourke Park,Brooklyn,patrick o ’ rourke
Patrick O&rsquo;Rourke Park,Brooklyn,van dykes
The Old Stone House,Brooklyn,washington
The Old Stone House,Brooklyn,nicholas vechte
The Old Stone House,Brooklyn,jacques cortelyou
The Old Stone House,Brooklyn,edwin litchfield
The Old Stone House,Brooklyn,nicholas r cowenhoven
The Old Stone House,Brooklyn,peter
The Old Stone House,Brooklyn,vechtes
The Old Stone House,Brooklyn,claes arentson vechte
Grace Playground,Brooklyn,margaret smith douglas
Grace Playground,Brooklyn,margaret s douglas
Grace Playground,Brooklyn,deacon cunningham
Grace Playground,Brooklyn,dorothy lee corley jacobs
Grace Playground,Brooklyn,shirley corley justice
Grace Playground,Brooklyn,dorothy “ dot ” corley jacobs
Grace Playground,Brooklyn,major cunningham
Rocco Torre Ballfields,Brooklyn,rae
Rocco Torre Ballfields,Brooklyn,joe
Rocco Torre Ballfields,Brooklyn,rocco torre
Rocco Torre Ballfields,Brooklyn,marguerite
Rocco Torre Ballfields,Brooklyn,joseph
Rocco Torre Ballfields,Brooklyn,frank
Rocco Torre Ballfields,Brooklyn,rudolph w giuliani
Salgado Playground,Brooklyn,reinaldo salgado
Hendrick I. Lott House,Brooklyn,john bennett lott
Hendrick I. Lott House,Brooklyn,lotts
Hendrick I. Lott House,Brooklyn,hendrick lott
Hendrick I. Lott House,Brooklyn,johannes jr
Hendrick I. Lott House,Brooklyn,hendrick i lott
Hendrick I. Lott House,Brooklyn,johannes lott
Hendrick I. Lott House,Brooklyn,ella suydam
McKinley Park,Brooklyn,richard a kennedy
McKinley Park,Brooklyn,ida stanton
McKinley Park,Brooklyn,marcus hanna
McKinley Park,Brooklyn,william jennings bryan
McKinley Park,Brooklyn,william mckinley
McKinley Park,Brooklyn,theodore roosevelt
McKinley Park,Brooklyn,rudolph w giuliani
McKinley Park,Brooklyn,edward j sweeney
McKinley Park,Brooklyn,benjamin harrison
Canarsie Park,Brooklyn,robert moses
Canarsie Park,Brooklyn,joseph f dinapoli
Canarsie Park,Brooklyn,frank squier
Canarsie Park,Brooklyn,jan martense schenck
Owl&rsquo;s Head Park,Brooklyn,canarsie
Owl&rsquo;s Head Park,Brooklyn,henry c murphy
Owl&rsquo;s Head Park,Brooklyn,swaen janse
Owl&rsquo;s Head Park,Brooklyn,eliphalet w bliss
Herbert Von King Park,Brooklyn,herbert von king
Herbert Von King Park,Brooklyn,tunis johnson ’ s
Herbert Von King Park,Brooklyn,akwesi m asante
Herbert Von King Park,Brooklyn,eubie blake
Herbert Von King Park,Brooklyn,james monroe
Herbert Von King Park,Brooklyn,calvert vaux
Herbert Von King Park,Brooklyn,jeremiah johnson
Herbert Von King Park,Brooklyn,david dinkins
Herbert Von King Park,Brooklyn,daniel d tompkins
Herbert Von King Park,Brooklyn,fredrick douglas
Herbert Von King Park,Brooklyn,frederick law olmsted
Herbert Von King Park,Brooklyn,almira kennedy coursey
Jackie Robinson Playground,Brooklyn,charles ebbets
Jackie Robinson Playground,Brooklyn,branch rickey
Jackie Robinson Playground,Brooklyn,jackie robinson
Jackie Robinson Playground,Brooklyn,nelson a rockefeller
Ronald Edmonds Playground,Brooklyn,frank j macchiarola
Ronald Edmonds Playground,Brooklyn,henry j stern
Ronald Edmonds Playground,Brooklyn,ronald r edmonds
Brighton Playground,Brooklyn,chiune ' sompo ' sugihara
Brighton Playground,Brooklyn,robert moses
Brighton Playground,Brooklyn,william a engeman
Brighton Playground,Brooklyn,howard l lasher
Sledge Playground,Brooklyn,robert moses
Sledge Playground,Brooklyn,linda sudjian
Sledge Playground,Brooklyn,officer sledge
Sledge Playground,Brooklyn,herbert berman
Sledge Playground,Brooklyn,corinne
Sledge Playground,Brooklyn,richard
Sledge Playground,Brooklyn,cecil frank sledge ’ s
Railroad Playground,Brooklyn,johannes ditmarse
Railroad Playground,Brooklyn,priscilla wooten
Railroad Playground,Brooklyn,van ditmarsen
Railroad Playground,Brooklyn,john ditmas
Railroad Playground,Brooklyn,charles a ditmas
Sunset Park and Pool,Brooklyn,aymar embury ii
"Louis Valentino, Jr. Ballfield",Brooklyn,eugene h morahan
"Louis Valentino, Jr. Ballfield",Brooklyn,louis valentino jr
"Louis Valentino, Jr. Ballfield",Brooklyn,golden
"Louis Valentino, Jr. Ballfield",Brooklyn,stephen dibrienza
"Louis Valentino, Jr. Ballfield",Brooklyn,rudolph w giuliani
"Louis Valentino, Jr. Ballfield",Brooklyn,charles carroll
"Louis Valentino, Jr. Ballfield",Brooklyn,richard butts
Manhattan Beach Park,Brooklyn,austin corbin
Manhattan Beach Park,Brooklyn,golden
Manhattan Beach Park,Brooklyn,john philip sousa
Manhattan Beach Park,Brooklyn,anthony d weiner
Marc and Jason&rsquo;s Playground,Brooklyn,jason francis moore
Marc and Jason&rsquo;s Playground,Brooklyn,jason moore
Marc and Jason&rsquo;s Playground,Brooklyn,marc cleif britou jr
Marc and Jason&rsquo;s Playground,Brooklyn,marc britou
Marc and Jason&rsquo;s Playground,Brooklyn,lefferts
Colonel David Marcus Playground,Brooklyn,yitzhak rabin
Colonel David Marcus Playground,Brooklyn,david ' mickey ' marcus
Colonel David Marcus Playground,Brooklyn,thomas e dewey
Colonel David Marcus Playground,Brooklyn,shimon peres
Colonel David Marcus Playground,Brooklyn,emma chaison
Colonel David Marcus Playground,Brooklyn,moshe dayan
Colonel David Marcus Playground,Brooklyn,maxwell b taylor
Colonel David Marcus Playground,Brooklyn,mickey marcus
Colonel David Marcus Playground,Brooklyn,fiorello h laguardia
Colonel David Marcus Playground,Brooklyn,david ben-gurion
Colonel David Marcus Playground,Brooklyn,joseph hamburger
Cobble Hill Park,Brooklyn,whitten
Cobble Hill Park,Brooklyn,weber
Cobble Hill Park,Brooklyn,peter stuyvesant
Cobble Hill Park,Brooklyn,william smith
Fraser Square,Brooklyn,fiorello h laguardia
Fraser Square,Brooklyn,helene e weinstein
Fraser Square,Brooklyn,willem deronde
Fraser Square,Brooklyn,edward riegelmann
Fraser Square,Brooklyn,john j mcelliogott
Fraser Square,Brooklyn,john justin fraser
Fraser Square,Brooklyn,lewis j valentine
Fraser Square,Brooklyn,lewis a fidler
Commodore Barry Park,Brooklyn,barry park
Commodore Barry Park,Brooklyn,the marquis de lafayette
Commodore Barry Park,Brooklyn,john barry
Tilden Playground,Brooklyn,samuel jones tilden
Tilden Playground,Brooklyn,rutherford b hayes
Tilden Playground,Brooklyn,samuel j tilden ’ s
Fort Greene Park,Brooklyn,gilmore d clarke
Fort Greene Park,Brooklyn,mary pinkett
Fort Greene Park,Brooklyn,walt whitman
Fort Greene Park,Brooklyn,calvert vaux
Fort Greene Park,Brooklyn,frederick law olmsted
Fort Greene Park,Brooklyn,nathanael greene
Fort Greene Park,Brooklyn,william howard taft
Power Playground,Brooklyn,robert f wagner
Power Playground,Brooklyn,james michael power
Power Playground,Brooklyn,herbert e berman
Power Playground,Brooklyn,james marshal power
Power Playground,Brooklyn,sam curtis
Power Playground,Brooklyn,rainer maria rilke ’ s
J.J. Byrne Park,Brooklyn,john h mccooey
J.J. Byrne Park,Brooklyn,claes arents vechte
J.J. Byrne Park,Brooklyn,stirling
J.J. Byrne Park,Brooklyn,cornwallis
J.J. Byrne Park,Brooklyn,james j byrne
J.J. Byrne Park,Brooklyn,george washington
J.J. Byrne Park,Brooklyn,joseph a guider
J.J. Byrne Park,Brooklyn,edwin c litchfield
J.J. Byrne Park,Brooklyn,stanford white
J.J. Byrne Park,Brooklyn,cortelyou
J.J. Byrne Park,Brooklyn,william alexander
Martin Luther Playground,Brooklyn,martin luther
Martin Luther Playground,Brooklyn,leo x
Martin Luther Playground,Brooklyn,elizabeth fedde
Robert Acito Parkhouse,Brooklyn,robert scott acito
Lieutenant Joseph Petrosino Park,Brooklyn,mckinley
Lieutenant Joseph Petrosino Park,Brooklyn,theodore roosevelt
Lieutenant Joseph Petrosino Park,Brooklyn,giuseppe  joseph  petrosino
Maria Hernandez Park,Brooklyn,barnums
Maria Hernandez Park,Brooklyn,camila gelpi
Maria Hernandez Park,Brooklyn,carlos
Maria Hernandez Park,Brooklyn,vito cannella
Maria Hernandez Park,Brooklyn,nancy
Maria Hernandez Park,Brooklyn,maria hernandez
Maria Hernandez Park,Brooklyn,phineas t barnum
Concert Grove,Brooklyn,sigvald asbjorsen ’ s
Concert Grove,Brooklyn,. wilson mcdonald ’ s
Concert Grove,Brooklyn,thomas moore
Concert Grove,Brooklyn,edward grieg
Concert Grove,Brooklyn,john g draddy ’ s
Concert Grove,Brooklyn,henry baerer ’ s
Concert Grove,Brooklyn,calvert vaux
Concert Grove,Brooklyn,wolfgang amadeus mozart
Concert Grove,Brooklyn,henry kirke-brown ’ s
Concert Grove,Brooklyn,karl maria von weber
Concert Grove,Brooklyn,abraham lincoln
Concert Grove,Brooklyn,frederick law olmsted
Concert Grove,Brooklyn,washington irving
Concert Grove,Brooklyn,ludwig von beethoven
Concert Grove,Brooklyn,augustus mueller ’ s
Metropolitan Pool,Brooklyn,warren g harding
Metropolitan Pool,Brooklyn,james j byrne
Metropolitan Pool,Brooklyn,joseph a guider
Metropolitan Pool,Brooklyn,edward riegelmann
Metropolitan Pool,Brooklyn,carl
Metropolitan Pool,Brooklyn,henry bacon
Metropolitan Pool,Brooklyn,lafayette
Metropolitan Pool,Brooklyn,daniel chester french
Washington Hall Park,Brooklyn,robert moses
Washington Hall Park,Brooklyn,george washington
Washington Hall Park,Brooklyn,george hall
Washington Hall Park,Brooklyn,. earle andrews
Washington Hall Park,Brooklyn,dewitt clinton
Washington Hall Park,Brooklyn,henry j stern
Washington Hall Park,Brooklyn,fiorello h laguardia
Brower Park,Brooklyn,george v brower
Brower Park,Brooklyn,rafael vinoly
Brower Park,Brooklyn,shirley anita st hill chisholm
Brower Park,Brooklyn,lefferts
Lincoln Terrace Park,Brooklyn,robert e lee
Lincoln Terrace Park,Brooklyn,arthur s somers
Lincoln Terrace Park,Brooklyn,stephen a douglas
Lincoln Terrace Park,Brooklyn,john wilkes booth
Lincoln Terrace Park,Brooklyn,george b mcclellan
Lincoln Terrace Park,Brooklyn,elliott willensky
Lincoln Terrace Park,Brooklyn,gettysburg
Lincoln Terrace Park,Brooklyn,alfred kazin
Lincoln Terrace Park,Brooklyn,abraham lincoln
Fulton Park,Brooklyn,moses suydam
Fulton Park,Brooklyn,. swanstrom
Fulton Park,Brooklyn,robert livingston
Fulton Park,Brooklyn,caspar buberl
Fulton Park,Brooklyn,benjamin west
Fulton Park,Brooklyn,sarah lefferts
Fulton Park,Brooklyn,robert fulton
Orient Grove,Brooklyn,sarah
Orient Grove,Brooklyn,peter cooper
Orient Grove,Brooklyn,abraham lincoln
Four Sparrow Marsh Preserve,Brooklyn,ron
Four Sparrow Marsh Preserve,Brooklyn,jean bourque
Eastern Parkway,Brooklyn,frederick law olmsted
Eastern Parkway,Brooklyn,calvert vaux
Frost Playground,Brooklyn,william adriana bennett
Frost Playground,Brooklyn,sarah
Frost Playground,Brooklyn,robert frost
Frost Playground,Brooklyn,abraham lincoln ’ s
Frost Playground,Brooklyn,victor l robles
Frost Playground,Brooklyn,peter cooper
Frost Playground,Brooklyn,edmund frost
Marine Park,Brooklyn,alfred t white
Marine Park,Brooklyn,rocco torre
Marine Park,Brooklyn,frederick b pratt
Marine Park,Brooklyn,wolfert gerritsen
Maurice A. Fitzgerald Playground,Queens,william o ’ dwyer
Maurice A. Fitzgerald Playground,Queens,maurice a fitzgerald
McCarren Park,Brooklyn,patrick henry mccarren
McCarren Park,Brooklyn,stephen gilroy field
McCarren Park,Brooklyn,fiorello h laguardia
McCarren Park,Brooklyn,. raymond nulty square
McCarren Park,Brooklyn,aymar embury ii
McCarren Park,Brooklyn,jerzy popieluzsko square
McCarren Park,Brooklyn,franklin d roosevelt
Monsignor McGolrick Park,Brooklyn,kenneth fisher
Monsignor McGolrick Park,Brooklyn,monsignor
Monsignor McGolrick Park,Brooklyn,carl augustus heber
Monsignor McGolrick Park,Brooklyn,antonio de filippo
Monsignor McGolrick Park,Brooklyn,edward j mcgolrick
Monsignor McGolrick Park,Brooklyn,john ericcson
Monsignor McGolrick Park,Brooklyn,winthrop jones
Dr. Ronald E. McNair Park,Brooklyn,joseph a guider
Dr. Ronald E. McNair Park,Brooklyn,ogundipe fayomi
Dr. Ronald E. McNair Park,Brooklyn,ronald erwin mcnair
Decatur Playground,Brooklyn,nelson
Decatur Playground,Brooklyn,james barron
Decatur Playground,Brooklyn,stephen decatur
Decatur Playground,Brooklyn,golden
Decatur Playground,Brooklyn,john barry
Coney Island,Brooklyn,toshio sasaki
Coney Island,Brooklyn,edward riegelmann
Coney Island,Brooklyn,robert moses
Dyker Beach Park,Brooklyn,charles d lay
Dyker Beach Park,Brooklyn,van dykes
Dyker Beach Park,Brooklyn,joe torregrossa jr
Dyker Beach Park,Brooklyn,john a fusco
Dyker Beach Park,Brooklyn,john caiazza
Continental Army Plaza,Brooklyn,robert e lee
Continental Army Plaza,Brooklyn,james r howe
Continental Army Plaza,Brooklyn,george washington
Continental Army Plaza,Brooklyn,henry mervin shrady
Continental Army Plaza,Brooklyn,victor l robles
Continental Army Plaza,Brooklyn,henry kirke brown ’ s
Cuyler Gore,Brooklyn,annie e mathiot
Cuyler Gore,Brooklyn,theodore ledyard cuyler
Drumm Triangle,Queens,ognibene
Drumm Triangle,Queens,john wesley drumm
Statue of Job,Queens,job
Statue of Job,Queens,fuhrmans
Statue of Job,Queens,sylvia fuhrman
Statue of Job,Queens,murray
Statue of Job,Queens,natan j rapoport
Captain O&rsquo;Sullivan Plaza,Queens,william
Captain O&rsquo;Sullivan Plaza,Queens,stevie
Captain O&rsquo;Sullivan Plaza,Queens,john v lindsay
Captain O&rsquo;Sullivan Plaza,Queens,’ sullivan ’ s
Captain O&rsquo;Sullivan Plaza,Queens,christopher j o ’ sullivan
Captain O&rsquo;Sullivan Plaza,Queens,eleanor o ’ sullivan
Captain O&rsquo;Sullivan Plaza,Queens,michael
Captain O&rsquo;Sullivan Plaza,Queens,eleanor scott
Captain O&rsquo;Sullivan Plaza,Queens,edward sadowsky
Daniel Carter Beard Mall,Queens,mark twain
Daniel Carter Beard Mall,Queens,beatrice alice jackson
Daniel Carter Beard Mall,Queens,hermon a macneil
Daniel Carter Beard Mall,Queens,daniel carter beard
Daniel Carter Beard Mall,Queens,uncle
Frank D. O&rsquo;Connor Playground,Queens,christopher emanuel balestrero
Frank D. O&rsquo;Connor Playground,Queens,frank d o ’ connor
Frank D. O&rsquo;Connor Playground,Queens,nelson rockefeller
Frank D. O&rsquo;Connor Playground,Queens,rudolph w giuliani
Frank D. O&rsquo;Connor Playground,Queens,hugh l carey
Frank D. O&rsquo;Connor Playground,Queens,alfred hitchcock
Freedom Square,Queens,theodor herzl
Freedom Square,Queens,abraham wolosoff
Freedom Square,Queens,joseph dilorenzo
Joseph F. Mafera Park,Queens,robert moses
Joseph F. Mafera Park,Queens,maurice a fitzgerald
Joseph F. Mafera Park,Queens,joseph f mafera
Joseph F. Mafera Park,Queens,william o ’ dwyer
Joseph F. Mafera Park,Queens,rudolph w giuliani
Joseph F. Mafera Park,Queens,henry j stern
Joseph F. Mafera Park,Queens,james a burke
Joseph F. Mafera Park,Queens,shulman
Thomas J. Travers Park,Queens,thomas j travers
Thomas J. Travers Park,Queens,edward a macdougall ’ s
Thomas J. Travers Park,Queens,ann desmond
Thomas J. Travers Park,Queens,john c jackson
The Park at Athens Square,Queens,john jacob astor
The Park at Athens Square,Queens,stephen a halsey
The Park at Athens Square,Queens,athena
The Park at Athens Square,Queens,demetris avramopoulos
The Park at Athens Square,Queens,stamatios p lykos
The Park at Athens Square,Queens,pericles
The Park at Athens Square,Queens,stavros georgopoulos
The Park at Athens Square,Queens,anthony frudakis
The Park at Athens Square,Queens,rudolph w giuliani
The Park at Athens Square,Queens,spiro goggakis
The Park at Athens Square,Queens,fiorello h laguardia
The Park at Athens Square,Queens,socrates
Weeping Beech Park,Queens,samuel parsons jr
Weeping Beech Park,Queens,john bowne
Weeping Beech Park,Queens,samuel bowne parsons
Weeping Beech Park,Queens,joseph king
Weeping Beech Park,Queens,charles doughty
Weeping Beech Park,Queens,margaret i carman
Weeping Beech Park,Queens,murrays
Strippoli Square,Queens,john andrew kelly
Strippoli Square,Queens,joseph patrick strippoli
Strippoli Square,Queens,joseph sackett
Raymond M. O&rsquo;Connor Field,Queens,robert moses
Raymond M. O&rsquo;Connor Field,Queens,eugene f o ’ connor
Raymond M. O&rsquo;Connor Field,Queens,harry l hopkins
Raymond M. O&rsquo;Connor Field,Queens,michael j abel
Raymond M. O&rsquo;Connor Field,Queens,george u harvey
Raymond M. O&rsquo;Connor Field,Queens,raymond o ’ connor
Raymond M. O&rsquo;Connor Field,Queens,raymond m o ’ connor
Raymond M. O&rsquo;Connor Field,Queens,fiorello h laguardia
Moore Homestead Playground,Queens,moores
Moore Homestead Playground,Queens,samuel moore
Moore Homestead Playground,Queens,william howe
Moore Homestead Playground,Queens,gershom moore
Moore Homestead Playground,Queens,catherine elizabeth taylor moore
Moore Homestead Playground,Queens,clement clarke moore
Moore Homestead Playground,Queens,john moore
Cunningham Park,Queens,. arthur cunningham
Cunningham Park,Queens,william k vanderbilt jr
Cunningham Park,Queens,laguardia
Hermon A. Macneil Park,Queens,washington
Hermon A. Macneil Park,Queens,william f chisolm
Hermon A. Macneil Park,Queens,john v lindsay
Hermon A. Macneil Park,Queens,william augustus muhlenberg
Hermon A. Macneil Park,Queens,fiorello h laguardia
Hermon A. Macneil Park,Queens,hermon a macneil
Hermon A. Macneil Park,Queens,hermon atkins macneil
Hermon A. Macneil Park,Queens,mary rogers
Highland Park,Queens,pietro montana
Highland Park,Queens,johannes schenck
Juniper Valley Park,Queens,arnold rothstein
Juniper Valley Park,Queens,elizabeth
Juniper Valley Park,Queens,thomas pullis
King Manor Museum and Park,Queens,cornelia king
King Manor Museum and Park,Queens,james monroe
King Manor Museum and Park,Queens,rufus king ’ s
King Manor Museum and Park,Queens,mary alsop
King Manor Museum and Park,Queens,john alsop king
Judge Hockert Triangle,Queens,lorance
Judge Hockert Triangle,Queens,nancy l myers
Judge Hockert Triangle,Queens,sheldon s leffler
Judge Hockert Triangle,Queens,june m eisland
Judge Hockert Triangle,Queens,joan
Judge Hockert Triangle,Queens,jenkin rylander hockert
Judge Hockert Triangle,Queens,fiorello h laguardia
Spuyten Duyvil Playground,Bronx,june m eisland
Spuyten Duyvil Playground,Bronx,rudolph w giuliani
Spuyten Duyvil Playground,Bronx,james douglas
Spuyten Duyvil Playground,Bronx,spuyten duyvil
Spuyten Duyvil Playground,Bronx,elias johnson
Spuyten Duyvil Playground,Bronx,henry hudson
St. Mary&rsquo;s Park,Bronx,gouverneur morris
St. Mary&rsquo;s Park,Bronx,robert moses
St. Mary&rsquo;s Park,Bronx,adrian janes
St. Mary&rsquo;s Park,Bronx,john mullaly
St. Mary&rsquo;s Park,Bronx,jonas bronck
St. Mary&rsquo;s Park,Bronx,parks
The Carriage House at Bartow-Pell Mansion,Bronx,bartow
Harris Field,Bronx,june m eisland
Harris Field,Bronx,john joseph harris
Harris Field,Bronx,winston churchill
Harris Field,Bronx,andrew bathgate ’ s
Harris Field,Bronx,leonard walter jerome
Ferry Point Park,Bronx,john throckmorton
Ferry Point Park,Bronx,augustus di zerega
Ferry Point Park,Bronx,lorillard
Ferry Point Park,Bronx,jack nicklaus
Carlos J. Lozada Playground,Bronx,carlos james lozada
Carlos J. Lozada Playground,Bronx,pfc
Lyons Square Playground,Bronx,thomas hunt jr
Lyons Square Playground,Bronx,edward jessup
Lyons Square Playground,Bronx,james l lyons
Lyons Square Playground,Bronx,louis haffen
Lyons Square Playground,Bronx,john richardson
Lyons Square Playground,Bronx,richard hoe
Space-Time Playground,Bronx,albert einstein
Space-Time Playground,Bronx,richard a daily square
Space-Time Playground,Bronx,richard albert daily
Space-Time Playground,Bronx,lucy cruz
Givans Creek Woods,Bronx,bartow
Givans Creek Woods,Bronx,robert givan
Givans Creek Woods,Bronx,rudolph w giuliani
Givans Creek Woods,Bronx,palmer
Givans Creek Woods,Bronx,morgan
Givans Creek Woods,Bronx,leroy
Givans Creek Woods,Bronx,agnes thompson
University Woods,Bronx,gilmore d clarke
University Woods,Bronx,peter cooper
University Woods,Bronx,henry mitchell maccracken
University Woods,Bronx,walt whitman
University Woods,Bronx,stanford white ’ s
University Woods,Bronx,robert fulton
University Woods,Bronx,samuel f b morse
University Woods,Bronx,washington irving
Henry Hudson Park,Bronx,robert moses
Henry Hudson Park,Bronx,samuel
Henry Hudson Park,Bronx,robert fulton ’
Henry Hudson Park,Bronx,karl h gruppe
Henry Hudson Park,Bronx,dorcas berrian
Henry Hudson Park,Bronx,karl bitter ’ s
Henry Hudson Park,Bronx,william c muschenheim
Henry Hudson Park,Bronx,henry hudson
Henry Hudson Park,Bronx,david b cox
Ewen Park,Bronx,louise
Ewen Park,Bronx,eliza ewen
Ewen Park,Bronx,caroline
Ewen Park,Bronx,daniel
Ewen Park,Bronx,james r whiting
Ewen Park,Bronx,john ewen
Galileo Park,Bronx,giulia ammannati
Galileo Park,Bronx,michelangelo
Galileo Park,Bronx,galileo galilei
Galileo Park,Bronx,vincenzo galilei
Galileo Park,Bronx,aristotle
Galileo Park,Bronx,shakespeare
Vincent Ciccarone Playground,Bronx,robert moses
Vincent Ciccarone Playground,Bronx,vincent ciccarone
Vincent Ciccarone Playground,Bronx,fiorello h laguardia
Straus Park,Manhattan,evarts tracy
Straus Park,Manhattan,nathan
Straus Park,Manhattan,augustus lukeman
Straus Park,Manhattan,ida blun
Straus Park,Manhattan,lazarus straus
Straus Park,Manhattan,isidor straus
Straus Park,Manhattan,strauses
Nathan Straus Playground,Manhattan,ida
Nathan Straus Playground,Manhattan,lina gutherz straus
Nathan Straus Playground,Manhattan,george c green
Nathan Straus Playground,Manhattan,nathan straus
Nathan Straus Playground,Manhattan,isidor
Nathan Straus Playground,Manhattan,rudolph w giuliani
Nathan Straus Playground,Manhattan,lazarus
Nathan Straus Playground,Manhattan,strauses
Ruppert Park,Manhattan,roger peckinpaugh
Ruppert Park,Manhattan,miller huggins
Ruppert Park,Manhattan,lou gehrig
Ruppert Park,Manhattan,babe ruth
Ruppert Park,Manhattan,frank baker
Ruppert Park,Manhattan,larry macphail
Ruppert Park,Manhattan,dan topping
Ruppert Park,Manhattan,bob meusel
Ruppert Park,Manhattan,frank farrell
Ruppert Park,Manhattan,jacob ruppert
Ruppert Park,Manhattan,. gifford miller
Ruppert Park,Manhattan,del webb
Ruppert Park,Manhattan,bill devery
Ruppert Park,Manhattan,roswell p flower
Ruppert Park,Manhattan,tillinghast l ’ hommedieu huston
Ruppert Park,Manhattan,david b hill
Ruppert Park,Manhattan,wally pipp
First Traffic Accident Memorial,Manhattan,henry h bliss
Basil Behagen Playground,Bronx,ron behagen
Basil Behagen Playground,Bronx,basil behagen
Basil Behagen Playground,Bronx,david rosado
Basil Behagen Playground,Bronx,wendell foster
Basil Behagen Playground,Bronx,rudolph giuliani
Belmont Playground,Bronx,pierre lorillard
Belmont Playground,Bronx,peter lorillard
Belmont Playground,Bronx,lorillards'
Belmont Playground,Bronx,jose rivera
Belmont Playground,Bronx,belmont
Belmont Playground,Bronx,george
Claremont Park,Bronx,claremont
Claremont Park,Bronx,john mullaly
Claremont Park,Bronx,elliott
Claremont Park,Bronx,gouverneur morris ii
Claremont Park,Bronx,anna zborowski de montsaulain
Edgar Allan Poe Cottage,Bronx,lisbeth hacker
Edgar Allan Poe Cottage,Bronx,virginia
Edgar Allan Poe Cottage,Bronx,jimmy dorsey
Edgar Allan Poe Cottage,Bronx,glenn miller
Edgar Allan Poe Cottage,Bronx,edmond t quinn
Edgar Allan Poe Cottage,Bronx,benny goodman
Edgar Allan Poe Cottage,Bronx,edgar allan poe
Fort Independence Playground,Bronx,leonard w jerome
Fort Independence Playground,Bronx,henry clinton
Fort Independence Playground,Bronx,george washington
Fort Independence Playground,Bronx,randolph churchill
